File,Min,Mean,Max
sm3_mm_ACCESS1-3_rcp45_feb_mean_1950-1959_mean.tif,0.0,7.1,148.0
sm3_mm_ACCESS1-3_rcp45_mar_mean_1950-1959_mean.tif,0.0,6.4,147.0
sm3_mm_ACCESS1-3_rcp45_apr_mean_1950-1959_mean.tif,0.0,7.3,156.0
sm3_mm_ACCESS1-3_rcp45_may_mean_1950-1959_mean.tif,0.0,9.4,159.0
sm3_mm_ACCESS1-3_rcp45_jun_mean_1950-1959_mean.tif,0.0,19.7,157.0
sm3_mm_ACCESS1-3_rcp45_jul_mean_1950-1959_mean.tif,0.0,26.0,151.0
sm3_mm_ACCESS1-3_rcp45_aug_mean_1950-1959_mean.tif,0.0,25.8,145.0
sm3_mm_ACCESS1-3_rcp45_sep_mean_1950-1959_mean.tif,0.0,26.8,147.0
sm3_mm_ACCESS1-3_rcp45_oct_mean_1950-1959_mean.tif,0.0,22.8,154.0
sm3_mm_ACCESS1-3_rcp45_nov_mean_1950-1959_mean.tif,0.0,16.6,156.0
sm3_mm_ACCESS1-3_rcp45_dec_mean_1950-1959_mean.tif,0.0,11.6,154.0
sm3_mm_ACCESS1-3_rcp45_jan_mean_1960-1969_mean.tif,0.0,9.2,154.0
sm3_mm_ACCESS1-3_rcp45_feb_mean_1960-1969_mean.tif,0.0,7.7,152.0
sm3_mm_ACCESS1-3_rcp45_mar_mean_1960-1969_mean.tif,0.0,7.2,151.0
sm3_mm_ACCESS1-3_rcp45_apr_mean_1960-1969_mean.tif,0.0,7.7,156.0
sm3_mm_ACCESS1-3_rcp45_may_mean_1960-1969_mean.tif,0.0,9.8,158.0
sm3_mm_ACCESS1-3_rcp45_jun_mean_1960-1969_mean.tif,0.0,19.2,157.0
sm3_mm_ACCESS1-3_rcp45_jul_mean_1960-1969_mean.tif,0.0,24.5,153.0
sm3_mm_ACCESS1-3_rcp45_aug_mean_1960-1969_mean.tif,0.0,23.9,148.0
sm3_mm_ACCESS1-3_rcp45_sep_mean_1960-1969_mean.tif,0.0,24.5,152.0
sm3_mm_ACCESS1-3_rcp45_oct_mean_1960-1969_mean.tif,0.0,21.9,159.0
sm3_mm_ACCESS1-3_rcp45_nov_mean_1960-1969_mean.tif,0.0,16.3,159.0
sm3_mm_ACCESS1-3_rcp45_dec_mean_1960-1969_mean.tif,0.0,11.6,157.0
sm3_mm_ACCESS1-3_rcp45_jan_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_feb_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_mar_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_apr_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_may_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_jun_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_jul_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_aug_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_sep_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_oct_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_nov_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_dec_mean_1970-1979_mean.tif,nan,nan,nan
sm3_mm_ACCESS1-3_rcp45_jan_mean_1980-1989_mean.tif,0.0,10.9,157.0
sm3_mm_ACCESS1-3_rcp45_feb_mean_1980-1989_mean.tif,0.0,8.8,153.0
